"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AW1","GA1","GE1","GF1","MA1","OC1","REM","EQD"
"00702699999","2017-02-10T15:09:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","010,1,N,0005,1","22000,1,9,N","009999,1,9,9","+0050,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10315,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101509Z AUTO 01001KT 9999 CLR 05/M08 A3046 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T15:14:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","350,1,N,0005,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10315,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101514Z AUTO 35001KT 9999 CLR 06/M09 A3046 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T15:19:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","300,1,N,0015,1","22000,1,9,N","009999,1,9,9","+0050,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10315,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101519Z AUTO 30003KT 9999 CLR 05/M09 A3046 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T15:24:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10315,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101524Z AUTO VRB03KT 9999 CLR 06/M09 A3046 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T15:29:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0050,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10315,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101529Z AUTO VRB03KT 9999 CLR 05/M09 A3046 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T15:34:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","300,1,N,0015,1","22000,1,9,N","009999,1,9,9","+0050,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10315,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101534Z AUTO 30003KT 9999 CLR 05/M09 A3046 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T15:39:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0021,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10315,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101539Z AUTO VRB04KT 9999 CLR 06/M09 A3046 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T15:44:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10315,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101544Z AUTO VRB01KT 9999 CLR 06/M09 A3046 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T15:49:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10312,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101549Z AUTO VRB03KT 9999 CLR 06/M09 A3045 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T15:54:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10312,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101554Z AUTO VRB02KT 9999 CLR 06/M09 A3045 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T15:59:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","320,1,N,0021,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10312,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101559Z AUTO 32004KT 9999 CLR 06/M09 A3045 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T16:04:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0026,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10312,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101604Z AUTO VRB05KT 9999 CLR 06/M09 A3045 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T16:09:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","300,1,N,0026,1","22000,1,9,N","009999,1,9,9","+0070,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10312,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101609Z AUTO 30005KT 9999 CLR 07/M08 A3045 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T16:14:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","280,1,N,0010,1","22000,1,9,N","009999,1,9,9","+0060,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10308,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101614Z AUTO 28002KT 9999 CLR 06/M08 A3044 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T16:19:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0060,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10308,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101619Z AUTO VRB02KT 9999 CLR 06/M09 A3044 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T16:24:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","009999,1,9,9","+0080,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10308,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101624Z AUTO VRB01KT 9999 CLR 08/M08 A3044 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T16:29:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0070,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10308,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101629Z AUTO VRB03KT 9999 CLR 07/M08 A3044 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T16:34:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0080,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10305,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101634Z AUTO VRB03KT 9999 CLR 08/M07 A3043 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T16:39:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","009999,1,9,9","+0090,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10305,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101639Z AUTO VRB01KT 9999 CLR 09/M07 A3043 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T16:44:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","009999,1,9,9","+0080,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10305,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101644Z AUTO VRB01KT 9999 CLR 08/M08 A3043 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T16:49:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","009999,1,9,9","+0090,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10301,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101649Z AUTO 00000KT 9999 CLR 09/M07 A3042 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T16:54:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0090,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10301,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101654Z AUTO VRB02KT 9999 CLR 09/M07 A3042 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T16:59:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","009999,1,9,9","+0080,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10298,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101659Z AUTO VRB01KT 9999 CLR 08/M08 A3041 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T17:04:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0090,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10298,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101704Z AUTO VRB02KT 9999 CLR 09/M08 A3041 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T17:09:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0021,1","22000,1,9,N","009999,1,9,9","+0090,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10295,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101709Z AUTO VRB04KT 9999 CLR 09/M08 A3040 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T17:14:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10295,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101714Z AUTO VRB03KT 9999 CLR 10/M07 A3040 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T17:19:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0090,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10295,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101719Z AUTO VRB03KT 9999 CLR 09/M08 A3040 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T17:24:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","009999,1,9,9","+0090,1","-0090,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10295,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101724Z AUTO VRB01KT 9999 CLR 09/M09 A3040 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T17:29:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0100,1","-0060,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10295,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101729Z AUTO VRB03KT 9999 CLR 10/M06 A3040 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T17:34:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10295,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101734Z AUTO VRB03KT 9999 CLR 10/M07 A3040 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T17:39:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0021,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10295,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101739Z AUTO VRB04KT 9999 CLR 10/M07 A3040 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T17:44:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0110,1","-0060,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10295,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101744Z AUTO VRB02KT 9999 CLR 11/M06 A3040 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T17:49:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10291,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101749Z AUTO VRB03KT 9999 CLR 10/M07 A3039 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T17:54:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0090,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10288,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101754Z AUTO VRB02KT 9999 CLR 09/M08 A3038 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T17:59:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0031,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10288,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101759Z AUTO VRB06KT 9999 CLR 10/M07 A3038 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T18:04:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0100,1","-0060,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10288,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101804Z AUTO VRB02KT 9999 CLR 10/M06 A3038 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T18:09:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0021,1","22000,1,9,N","009999,1,9,9","+0110,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10284,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101809Z AUTO VRB04KT 9999 CLR 11/M07 A3037 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T18:14:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0110,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10281,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101814Z AUTO VRB03KT 9999 CLR 11/M08 A3036 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T18:19:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","310,1,N,0031,1","22000,1,9,N","009999,1,9,9","+0110,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10281,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101819Z AUTO 31006KT 9999 CLR 11/M07 A3036 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T18:24:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0100,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10281,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101824Z AUTO VRB02KT 9999 CLR 10/M08 A3036 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T18:29:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0110,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10281,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101829Z AUTO VRB03KT 9999 CLR 11/M08 A3036 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T18:34:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","300,1,N,0041,1","22000,1,9,N","009999,1,9,9","+0100,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10278,1,99999,9","0067,1","MET107MOBOB0 METAR 7026 //008 000000 101834Z AUTO 30008G13KT 9999 CLR 10/M08 A3035 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T18:39:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0100,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10278,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101839Z AUTO VRB02KT 9999 CLR 10/M08 A3035 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T18:44:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0021,1","22000,1,9,N","009999,1,9,9","+0100,1","-0080,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10278,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101844Z AUTO VRB04KT 9999 CLR 10/M08 A3035 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T18:49:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10278,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101849Z AUTO VRB02KT 9999 CLR 10/M07 A3035 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T18:54:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","280,1,N,0036,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10278,1,99999,9","0062,1","MET107MOBOB0 METAR 7026 //008 000000 101854Z AUTO 28007G12KT 9999 CLR 10/M07 A3035 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T18:59:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0021,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10274,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101859Z AUTO VRB04KT 9999 CLR 10/M07 A3034 RMK CDP03605 CLR CDP03661 CLR=",
"00702699999","2017-02-10T19:04:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009999,1,9,9","+0110,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10274,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101904Z AUTO VRB03KT 9999 CLR 11/M07 A3034 RMK CDP03661 CLR CDP03605 CLR=",
"00702699999","2017-02-10T19:09:00","4","0.0","0.0","7026.0","WXPOD 7026, AF","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009999,1,9,9","+0100,1","-0070,1","99999,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10271,1,99999,9",,"MET104MOBOB0 METAR 7026 //008 000000 101909Z AUTO VRB02KT 9999 CLR 10/M07 A3033 RMK CDP03605 CLR CDP03661 CLR=",
